"","V1","V5","V10","V3","V12","V9","V11","V7","V8","V2","V13","V4","V6"
"4707",5053,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Thucydides","Athenaeus","Diodorus","Lysias","Plutarch","Polybius"
"4708",5054,"1","9.77e-17","2.42e-47","5.7e-77","3.86e-126","4.13e-165","1.18e-199","3.9e-213","0","0","0","0"
"4709",5055,"Hesiod","Aeschylus","Odyssey","Iliad","Diodorus","Sophocles","Athenaeus","Hdt","Lysias","Plutarch","Polybius","Thucydides"
"4710",5056,"1","7.5e-31","4.99e-80","3.41e-87","2.35e-201","3e-222","1.74e-283","0","0","0","0","0"
"4711",5057,"Sophocles","Aeschylus","Odyssey","Athenaeus","Iliad","Hesiod","Hdt","Plutarch","Thucydides","Polybius","Diodorus","Lysias"
"4712",5058,"1","1.53e-25","3.73e-41","1.3e-57","3.56e-64","2.12e-93","1.1e-152","1.19e-172","6.22e-276","1.44e-279","0","0"
"4713",5059,"Polybius","Plutarch","Hdt","Diodorus","Athenaeus","Thucydides","Sophocles","Iliad","Hesiod","Aeschylus","Odyssey","Lysias"
"4714",5060,"1","1.65e-12","1.82e-37","7.65e-39","7.57e-39","2.62e-42","3.98e-59","1.64e-71","5.03e-78","4.11e-83","6.26e-84","5.44e-305"
"4715",5061,"Diodorus","Polybius","Hdt","Plutarch","Thucydides","Athenaeus","Iliad","Sophocles","Aeschylus","Odyssey","Hesiod","Lysias"
"4716",5062,"0.999996832","3.17e-06","5.73e-28","5.79e-61","1.95e-66","1.08e-94","1.55e-130","4.68e-157","3.51e-194","1.52e-194","3.13e-205","0"
"4717",5063,"Athenaeus","Sophocles","Aeschylus","Odyssey","Iliad","Hdt","Polybius","Hesiod","Plutarch","Diodorus","Thucydides","Lysias"
"4718",5064,"0.98896339","0.01103661","4.61e-11","1.61e-11","4.56e-16","2.03e-19","1.53e-53","1.16e-64","2.27e-69","8.97e-86","1.87e-89","2.11e-242"
"4719",5065,"Odyssey","Iliad","Aeschylus","Athenaeus","Hdt","Thucydides","Polybius","Hesiod","Sophocles","Plutarch","Diodorus","Lysias"
"4720",5066,"0.999968748","3.13e-05","6.64e-25","1.69e-49","8.93e-87","2.54e-133","1.49e-175","2.73e-216","1.71e-221","1.86e-238","0","0"
"4721",5067,"Odyssey","Hesiod","Iliad","Sophocles","Aeschylus","Athenaeus","Hdt","Thucydides","Diodorus","Lysias","Plutarch","Polybius"
"4722",5068,"1","1.9e-27","5.53e-31","1.51e-43","2.12e-54","6.69e-114","6.97e-154","7.21e-253","0","0","0","0"
"4723",5069,"Athenaeus","Hdt","Sophocles","Aeschylus","Plutarch","Iliad","Odyssey","Polybius","Hesiod","Thucydides","Diodorus","Lysias"
"4724",5070,"1","1.29e-49","1.59e-53","8.09e-61","7.42e-63","8.36e-67","1.5e-76","8.15e-91","1.1e-139","9.23e-144","2.82e-167","0"
"4725",5071,"Athenaeus","Sophocles","Aeschylus","Odyssey","Iliad","Hdt","Plutarch","Polybius","Hesiod","Thucydides","Diodorus","Lysias"
"4726",5072,"1","4.95e-33","1.29e-37","1.12e-91","1.89e-92","2.92e-104","5.49e-106","6.47e-144","1.61e-192","4.21e-201","0","0"
"4727",5073,"Aeschylus","Odyssey","Iliad","Sophocles","Hesiod","Athenaeus","Hdt","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"4728",5074,"1","5.33e-21","1.72e-30","8.46e-40","3.24e-56","1.85e-110","8.21e-156","3.27e-246","1.79e-267","0","0","0"
"4729",5075,"Iliad","Odyssey","Sophocles","Aeschylus","Hdt","Hesiod","Athenaeus","Thucydides","Polybius","Lysias","Plutarch","Diodorus"
"4730",5076,"0.99999988","1.2e-07","1.66e-56","1.35e-60","2.1e-73","1.48e-86","6.24e-101","4.37e-177","1.92e-202","1.31e-212","8.66e-221","7.05e-246"
"4731",5077,"Aeschylus","Sophocles","Athenaeus","Odyssey","Iliad","Hesiod","Hdt","Polybius","Plutarch","Diodorus","Lysias","Thucydides"
"4732",5078,"0.997575064","0.002424936","1.01e-41","4.31e-61","1.33e-79","9.45e-129","3.64e-221","2.44e-222","1.58e-236","0","0","0"
"4733",5079,"Hdt","Polybius","Athenaeus","Odyssey","Thucydides","Diodorus","Iliad","Plutarch","Sophocles","Aeschylus","Hesiod","Lysias"
"4734",5080,"1","5.64e-18","4.08e-24","2.31e-39","5.27e-41","4.33e-42","8.21e-43","3.16e-50","2.86e-93","5.31e-141","1.29e-155","0"
"4735",5081,"Odyssey","Iliad","Hesiod","Sophocles","Aeschylus","Athenaeus","Diodorus","Hdt","Lysias","Plutarch","Polybius","Thucydides"
"4736",5082,"0.999999999","1.31e-09","1.82e-68","5.97e-91","1.02e-122","4.62e-201","0","0","0","0","0","0"
"4737",5083,"Odyssey","Iliad","Aeschylus","Hdt","Athenaeus","Thucydides","Hesiod","Sophocles","Polybius","Diodorus","Lysias","Plutarch"
"4738",5084,"0.999999976","2.39e-08","6.11e-54","3.85e-91","1.9e-104","5.74e-138","5.48e-226","2.83e-231","3.28e-281","0","0","0"
"4739",5085,"Sophocles","Hdt","Athenaeus","Aeschylus","Odyssey","Polybius","Diodorus","Lysias","Iliad","Plutarch","Thucydides","Hesiod"
"4740",5086,"0.999928014","7.19e-05","1.06e-07","9.16e-21","6.65e-26","4.4e-33","6.42e-45","8.14e-53","3.73e-57","1.69e-81","9.5e-128","9.12e-147"
"4741",5087,"Plutarch","Athenaeus","Polybius","Hdt","Sophocles","Thucydides","Aeschylus","Diodorus","Odyssey","Iliad","Hesiod","Lysias"
"4742",5088,"1","7.35e-16","7.13e-20","3.03e-27","1.38e-39","3.32e-48","4.21e-53","7.32e-63","1.33e-69","5.52e-72","2.09e-201","1.38e-225"
"4743",5089,"Sophocles","Athenaeus","Aeschylus","Hdt","Iliad","Hesiod","Odyssey","Plutarch","Thucydides","Diodorus","Lysias","Polybius"
"4744",5090,"1","3.19e-12","1.28e-51","1.24e-51","1.13e-67","1.73e-77","1.75e-104","2.51e-127","7.85e-129","0","0","0"
"4745",5091,"Diodorus","Plutarch","Hdt","Polybius","Thucydides","Iliad","Odyssey","Hesiod","Athenaeus","Sophocles","Aeschylus","Lysias"
"4746",5092,"1","5.36e-35","2.28e-50","4.09e-57","1.71e-58","2.31e-121","2.49e-156","1.91e-192","3.87e-205","4.65e-220","2.67e-260","0"
"4747",5093,"Odyssey","Iliad","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Plutarch","Diodorus","Lysias"
"4748",5094,"1","2.14e-12","3.43e-33","8.58e-48","1.02e-57","3.71e-76","9.27e-120","5.01e-146","3.23e-221","2.7e-293","0","0"
"4749",5095,"Diodorus","Polybius","Thucydides","Plutarch","Hdt","Athenaeus","Hesiod","Iliad","Odyssey","Aeschylus","Sophocles","Lysias"
"4750",5096,"1","7.28e-13","8.05e-27","7.22e-28","7.59e-30","8.58e-64","1.05e-76","7.28e-81","1.72e-107","1.38e-108","1.25e-111","0"
"4751",5097,"Athenaeus","Sophocles","Aeschylus","Odyssey","Hdt","Iliad","Polybius","Lysias","Plutarch","Hesiod","Thucydides","Diodorus"
"4752",5098,"0.99997887","2.11e-05","2.75e-12","1.37e-13","6.03e-17","5.27e-17","2.95e-55","1.91e-64","1.64e-70","1.46e-74","7.52e-91","1.54e-161"
"4753",5099,"Thucydides","Hdt","Polybius","Plutarch","Athenaeus","Odyssey","Iliad","Hesiod","Diodorus","Aeschylus","Sophocles","Lysias"
"4754",5100,"0.999999999","6.34e-10","1.05e-21","9.86e-23","8.01e-29","1.99e-47","4.39e-48","8.99e-64","4.94e-75","4.96e-100","1.2e-102","7.79e-136"
"4755",5101,"Iliad","Odyssey","Hesiod","Aeschylus","Hdt","Sophocles","Thucydides","Athenaeus","Diodorus","Lysias","Plutarch","Polybius"
"4756",5102,"1","9.62e-17","3.51e-48","6.48e-102","2.36e-123","3.66e-137","1.37e-206","1.87e-256","0","0","0","0"
"4757",5103,"Sophocles","Hesiod","Aeschylus","Athenaeus","Diodorus","Hdt","Iliad","Lysias","Odyssey","Plutarch","Polybius","Thucydides"
"4758",5104,"1","1.36e-166","1.36e-275","2.36e-283","0","0","0","0","0","0","0","0"
"4759",5105,"Plutarch","Hdt","Polybius","Athenaeus","Diodorus","Thucydides","Hesiod","Odyssey","Iliad","Sophocles","Aeschylus","Lysias"
"4760",5106,"1","3.98e-21","2.48e-21","4.27e-38","3.86e-44","1.17e-55","8.45e-58","2.34e-71","1.55e-73","1.67e-77","1.91e-117","5.59e-145"
"4761",5107,"Odyssey","Iliad","Hdt","Hesiod","Thucydides","Sophocles","Athenaeus","Aeschylus","Polybius","Diodorus","Lysias","Plutarch"
"4762",5108,"0.679029769","0.320970231","3.75e-82","2.51e-120","2.37e-179","2.11e-181","3.84e-206","3.95e-267","6.76e-291","0","0","0"
"4763",5109,"Hdt","Athenaeus","Plutarch","Iliad","Polybius","Odyssey","Thucydides","Sophocles","Hesiod","Diodorus","Aeschylus","Lysias"
"4764",5110,"0.999999995","4.52e-09","1.88e-16","2.73e-41","4.93e-47","3.53e-49","1.87e-73","1.2e-80","7.95e-84","6.91e-90","1.31e-124","1.15e-298"
"4765",5111,"Aeschylus","Sophocles","Odyssey","Athenaeus","Iliad","Hesiod","Hdt","Plutarch","Polybius","Diodorus","Lysias","Thucydides"
"4766",5112,"0.999999969","3.14e-08","1.02e-47","5.47e-57","1.29e-57","3.98e-122","2.47e-139","5.32e-227","1.99e-268","0","0","0"
"4767",5113,"Hesiod","Iliad","Odyssey","Aeschylus","Sophocles","Athenaeus","Hdt","Thucydides","Polybius","Plutarch","Diodorus","Lysias"
"4768",5114,"0.996284724","0.003715276","1.8e-11","1.71e-12","1.26e-49","1.91e-60","2.88e-119","6.82e-194","4.22e-256","2.58e-279","0","0"
"4769",5115,"Hesiod","Iliad","Odyssey","Aeschylus","Sophocles","Athenaeus","Hdt","Thucydides","Polybius","Plutarch","Lysias","Diodorus"
"4770",5116,"0.999400335","0.000599665","1.97e-10","4.38e-23","9.46e-37","2.12e-67","6.97e-76","3.78e-162","6.29e-167","2.29e-240","1.51e-259","0"
"4771",5117,"Athenaeus","Hdt","Hesiod","Plutarch","Polybius","Sophocles","Iliad","Aeschylus","Odyssey","Thucydides","Lysias","Diodorus"
"4772",5118,"1","8.23e-62","2.41e-65","4.74e-66","1.52e-66","2.76e-72","2.15e-83","8.13e-99","2.3e-107","6.37e-130","1.61e-211","5.06e-258"
"4773",5119,"Athenaeus","Sophocles","Aeschylus","Odyssey","Hdt","Iliad","Thucydides","Plutarch","Lysias","Polybius","Hesiod","Diodorus"
"4774",5120,"0.991256907","0.008743093","2.01e-10","3.16e-11","9e-13","2.72e-20","1.88e-30","1.55e-33","5.61e-38","7.61e-42","4.59e-54","8.21e-184"
"4775",5121,"Athenaeus","Sophocles","Aeschylus","Iliad","Hesiod","Odyssey","Hdt","Polybius","Lysias","Plutarch","Diodorus","Thucydides"
"4776",5122,"1","4.77e-28","1.54e-36","8.86e-70","9.2e-78","6.11e-87","3.71e-102","2.42e-109","1.57e-153","3.57e-169","0","0"
"4777",5123,"Sophocles","Aeschylus","Athenaeus","Odyssey","Lysias","Polybius","Iliad","Hdt","Diodorus","Hesiod","Plutarch","Thucydides"
"4778",5124,"0.999993035","6.96e-06","2.86e-11","2.49e-23","2.24e-25","1.18e-25","8.05e-50","5.38e-90","2.27e-107","1.76e-109","4.4e-111","4.08e-233"
"4779",5125,"Odyssey","Iliad","Hdt","Aeschylus","Athenaeus","Thucydides","Polybius","Plutarch","Lysias","Hesiod","Diodorus","Sophocles"
"4780",5126,"1","6.25e-13","7.3e-31","1.7e-38","2.02e-68","4.07e-89","3.81e-140","2.1e-206","1.29e-234","1.74e-240","2.71e-286","1.58e-304"
"4781",5127,"Iliad","Odyssey","Hesiod","Hdt","Aeschylus","Sophocles","Thucydides","Athenaeus","Polybius","Diodorus","Lysias","Plutarch"
"4782",5128,"1","4.2e-17","4.93e-44","6.58e-91","7.87e-106","5.36e-136","7.25e-179","3.63e-213","3.64e-247","0","0","0"
"4783",5129,"Odyssey","Iliad","Sophocles","Aeschylus","Hesiod","Athenaeus","Hdt","Polybius","Diodorus","Lysias","Plutarch","Thucydides"
"4784",5130,"0.999992614","7.39e-06","5.88e-23","8.03e-28","1.74e-62","5.82e-113","1.57e-151","1.01e-269","0","0","0","0"
"4785",5131,"Diodorus","Polybius","Thucydides","Hdt","Plutarch","Iliad","Hesiod","Athenaeus","Odyssey","Sophocles","Aeschylus","Lysias"
"4786",5132,"1","3.16e-33","2.77e-35","5.8e-43","4.47e-77","1.16e-84","1.95e-87","3.52e-115","1.68e-123","9.07e-160","2.48e-200","0"
"4787",5133,"Sophocles","Odyssey","Athenaeus","Aeschylus","Iliad","Hesiod","Hdt","Polybius","Lysias","Plutarch","Diodorus","Thucydides"
"4788",5134,"1","2.83e-15","2.95e-17","9.15e-18","1.55e-32","8.67e-84","8.16e-99","1.87e-113","1.07e-156","5.6e-199","7.87e-280","7.06e-297"
"4789",5135,"Plutarch","Athenaeus","Hdt","Sophocles","Aeschylus","Polybius","Iliad","Odyssey","Hesiod","Diodorus","Thucydides","Lysias"
"4790",5136,"0.999999993","7.29e-09","4.3e-16","3.51e-39","4.51e-47","5.88e-67","1.32e-77","4.4e-82","1.67e-91","2.73e-135","9.65e-158","0"
"4791",5137,"Odyssey","Iliad","Hesiod","Sophocles","Aeschylus","Hdt","Athenaeus","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"4792",5138,"1","1.43e-10","7.97e-31","3e-121","5.83e-133","9.05e-221","7.23e-227","0","0","0","0","0"
"4793",5139,"Aeschylus","Sophocles","Athenaeus","Odyssey","Iliad","Hesiod","Hdt","Plutarch","Polybius","Thucydides","Diodorus","Lysias"
"4794",5140,"0.999999996","4.26e-09","8.71e-18","4.49e-38","9.52e-43","4.86e-55","3.42e-65","2.76e-80","8.74e-128","5.13e-178","0","0"
"4795",5141,"Hdt","Iliad","Odyssey","Athenaeus","Thucydides","Hesiod","Polybius","Plutarch","Sophocles","Aeschylus","Diodorus","Lysias"
"4796",5142,"1","2.17e-16","3.86e-34","9.88e-46","1.32e-61","2.31e-77","1.75e-81","3.08e-86","1.34e-95","1.48e-131","5.8e-145","4.59e-232"
"4797",5143,"Sophocles","Hesiod","Odyssey","Iliad","Aeschylus","Hdt","Athenaeus","Plutarch","Thucydides","Polybius","Lysias","Diodorus"
"4798",5144,"1","9.78e-13","4.64e-16","1.01e-19","1.98e-30","6.97e-31","1.76e-50","8.04e-99","4.93e-103","1.25e-139","3.17e-220","0"
"4799",5145,"Hdt","Polybius","Athenaeus","Plutarch","Hesiod","Aeschylus","Thucydides","Iliad","Odyssey","Sophocles","Diodorus","Lysias"
"4800",5146,"0.999994642","5.36e-06","4.58e-11","1.47e-20","5.96e-34","2.72e-40","1.52e-40","8.44e-48","1.98e-52","7.87e-64","1.01e-89","3.12e-185"
"4801",5147,"Odyssey","Hesiod","Sophocles","Aeschylus","Plutarch","Hdt","Iliad","Thucydides","Athenaeus","Polybius","Lysias","Diodorus"
"4802",5148,"0.999993565","6.43e-06","1.45e-09","8.73e-22","1.91e-32","1.32e-51","4.99e-61","2.64e-114","5.15e-146","6.71e-150","2.21e-258","0"
"4803",5149,"Polybius","Diodorus","Plutarch","Athenaeus","Hdt","Sophocles","Hesiod","Iliad","Thucydides","Aeschylus","Lysias","Odyssey"
"4804",5150,"1","2.6e-19","5.58e-34","1.44e-40","2.8e-63","8.09e-84","4.23e-110","2.81e-116","3.21e-134","4.63e-217","3.29e-244","2.92e-258"
"4805",5151,"Sophocles","Iliad","Hdt","Aeschylus","Hesiod","Athenaeus","Diodorus","Lysias","Odyssey","Plutarch","Polybius","Thucydides"
"4806",5152,"1","2.48e-111","8.28e-186","1.36e-234","5.48e-247","0","0","0","0","0","0","0"
"4807",5153,"Odyssey","Iliad","Hesiod","Sophocles","Aeschylus","Hdt","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"4808",5154,"1","4.04e-20","8.02e-27","1.1e-43","1.01e-49","2e-75","2.95e-133","9.58e-170","1.1e-260","0","0","0"
"4809",5155,"Lysias","Sophocles","Athenaeus","Aeschylus","Odyssey","Polybius","Iliad","Diodorus","Hesiod","Hdt","Plutarch","Thucydides"
"4810",5156,"1","5.04e-12","4.37e-25","3.71e-25","9.03e-47","6.34e-57","4.02e-84","1.98e-101","1.34e-106","1.8e-168","4.2e-181","0"
"4811",5157,"Plutarch","Hdt","Polybius","Diodorus","Thucydides","Athenaeus","Sophocles","Odyssey","Iliad","Hesiod","Lysias","Aeschylus"
"4812",5158,"1","2.63e-19","8.57e-20","1.59e-25","5.96e-35","9.32e-36","1.47e-63","1.75e-66","3.8e-71","6.44e-74","2.92e-79","1.25e-117"
"4813",5159,"Sophocles","Aeschylus","Athenaeus","Odyssey","Iliad","Hesiod","Hdt","Polybius","Plutarch","Lysias","Thucydides","Diodorus"
"4814",5160,"0.999990966","9.03e-06","1.76e-27","2.26e-41","1.26e-58","8.14e-61","5.28e-111","2.9e-164","4.17e-189","8.5e-191","4.9e-288","0"
"4815",5161,"Odyssey","Iliad","Hesiod","Aeschylus","Athenaeus","Hdt","Thucydides","Polybius","Sophocles","Lysias","Diodorus","Plutarch"
"4816",5162,"1","4.34e-13","2.2e-35","1.13e-37","1.91e-88","6.17e-94","6.79e-171","1.39e-243","3.71e-292","1.15e-298","0","0"
"4817",5163,"Hesiod","Aeschylus","Odyssey","Iliad","Diodorus","Sophocles","Athenaeus","Hdt","Lysias","Plutarch","Polybius","Thucydides"
"4818",5164,"1","1e-27","7.19e-69","2.2e-83","3.25e-184","8.19e-205","0","0","0","0","0","0"
"4819",5165,"Sophocles","Aeschylus","Odyssey","Athenaeus","Hesiod","Iliad","Lysias","Hdt","Plutarch","Polybius","Diodorus","Thucydides"
"4820",5166,"1","3.1e-34","8.8e-65","1.98e-66","1.25e-74","1.09e-89","9.67e-191","7.51e-202","1.9e-227","2.26e-298","0","0"
"4821",5167,"Thucydides","Hdt","Odyssey","Athenaeus","Iliad","Plutarch","Diodorus","Polybius","Hesiod","Sophocles","Lysias","Aeschylus"
"4822",5168,"1","2.83e-17","2.05e-36","1.04e-40","7.38e-41","3.05e-45","8.07e-48","1.05e-59","1.15e-100","6.83e-124","1.74e-141","4.86e-179"
"4823",5169,"Aeschylus","Sophocles","Athenaeus","Hesiod","Odyssey","Iliad","Lysias","Diodorus","Hdt","Plutarch","Polybius","Thucydides"
"4824",5170,"1","4.66e-10","1.78e-60","4.59e-63","1.77e-66","4.67e-86","2.82e-204","0","0","0","0","0"
"4825",5171,"Aeschylus","Sophocles","Athenaeus","Odyssey","Hesiod","Iliad","Lysias","Hdt","Polybius","Plutarch","Diodorus","Thucydides"
"4826",5172,"0.847628227","0.152371773","7.71e-35","6.22e-36","1.36e-38","1.1e-45","1.95e-133","7.9e-163","4.83e-175","8.22e-226","0","0"
"4827",5173,"Odyssey","Iliad","Hesiod","Aeschylus","Sophocles","Hdt","Thucydides","Athenaeus","Polybius","Diodorus","Lysias","Plutarch"
"4828",5174,"1","2.96e-17","1.48e-29","1.18e-36","7.88e-70","6.09e-116","4.97e-149","2.72e-158","1.47e-291","0","0","0"
"4829",5175,"Diodorus","Thucydides","Polybius","Plutarch","Hdt","Hesiod","Athenaeus","Iliad","Sophocles","Odyssey","Lysias","Aeschylus"
"4830",5176,"1","9.21e-17","4.87e-22","1.79e-25","7.94e-36","1.85e-66","1.93e-89","3.11e-100","1.6e-100","2.05e-105","1.6e-109","1.61e-121"
"4831",5177,"Thucydides","Hdt","Polybius","Plutarch","Athenaeus","Diodorus","Iliad","Odyssey","Lysias","Hesiod","Sophocles","Aeschylus"
"4832",5178,"0.999999998","1.86e-09","7.03e-19","5.08e-21","7.78e-30","1.68e-36","1.96e-37","5.73e-40","1.52e-43","3.91e-67","2.8e-84","3.74e-87"
"4833",5179,"Diodorus","Polybius","Hdt","Plutarch","Thucydides","Athenaeus","Iliad","Hesiod","Aeschylus","Sophocles","Odyssey","Lysias"
"4834",5180,"1","3.56e-21","4.07e-23","3.69e-27","4.42e-41","3.48e-66","9.26e-87","1.75e-87","1.27e-115","1.18e-124","1.19e-132","1.06e-169"
"4835",5181,"Athenaeus","Plutarch","Hdt","Sophocles","Aeschylus","Polybius","Iliad","Lysias","Hesiod","Odyssey","Diodorus","Thucydides"
"4836",5182,"1","1.29e-26","1.86e-37","2.28e-49","1.72e-82","1.07e-92","1.15e-108","4.41e-109","9.79e-136","6.22e-154","5.42e-181","1.5e-231"
"4837",5183,"Aeschylus","Hesiod","Sophocles","Odyssey","Iliad","Athenaeus","Hdt","Lysias","Polybius","Thucydides","Plutarch","Diodorus"
"4838",5184,"0.956018003","0.043981846","1.51e-07","2.94e-14","2.04e-15","6.29e-43","1.95e-115","3.89e-224","3.4e-254","1.01e-262","1.98e-265","0"
"4839",5185,"Aeschylus","Sophocles","Athenaeus","Hesiod","Odyssey","Iliad","Hdt","Plutarch","Polybius","Thucydides","Diodorus","Lysias"
"4840",5186,"0.999924429","7.56e-05","5.3e-23","1.13e-41","3.44e-45","2.17e-58","1.34e-109","7.36e-143","2.79e-145","1.24e-236","0","0"
"4841",5187,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Plutarch","Diodorus","Lysias"
"4842",5188,"0.999865705","0.000134295","3.47e-20","5.42e-44","3.69e-47","6.89e-85","1.05e-106","1.33e-129","2.07e-222","1.5e-240","0","0"
"4843",5189,"Hdt","Athenaeus","Polybius","Plutarch","Diodorus","Thucydides","Iliad","Odyssey","Lysias","Sophocles","Hesiod","Aeschylus"
"4844",5190,"1","1.46e-15","3.12e-38","1.03e-64","2.9e-72","4.74e-85","3.17e-102","2.08e-127","2.94e-134","1.01e-146","8.94e-189","8.59e-237"
"4845",5191,"Athenaeus","Sophocles","Aeschylus","Hesiod","Odyssey","Iliad","Hdt","Plutarch","Lysias","Polybius","Thucydides","Diodorus"
"4846",5192,"1","5.93e-36","2.48e-37","3.09e-83","5.49e-86","1.57e-89","3.2e-100","7.47e-106","1.3e-140","2.4e-147","5.92e-196","1.26e-270"
"4847",5193,"Sophocles","Athenaeus","Lysias","Hdt","Odyssey","Aeschylus","Hesiod","Iliad","Thucydides","Plutarch","Polybius","Diodorus"
"4848",5194,"0.977528842","0.022468478","2.68e-06","3.75e-09","4.24e-10","3.13e-12","1.02e-18","6.29e-21","1.53e-30","3.4e-31","3.52e-43","1.17e-100"
"4849",5195,"Athenaeus","Aeschylus","Sophocles","Hesiod","Odyssey","Iliad","Hdt","Plutarch","Polybius","Lysias","Thucydides","Diodorus"
"4850",5196,"1","9.43e-27","3.88e-45","2.38e-54","1.2e-80","7.59e-85","3.46e-87","9e-104","2.58e-112","2.24e-142","1.4e-215","0"
"4851",5197,"Hdt","Athenaeus","Polybius","Plutarch","Sophocles","Iliad","Hesiod","Aeschylus","Diodorus","Odyssey","Thucydides","Lysias"
"4852",5198,"0.999646449","0.000353551","6.07e-19","5.16e-19","1.76e-34","3.52e-41","2.83e-41","2.27e-42","1.41e-54","2.63e-56","3.23e-71","2.55e-98"
"4853",5199,"Thucydides","Plutarch","Diodorus","Polybius","Hdt","Hesiod","Odyssey","Sophocles","Lysias","Iliad","Athenaeus","Aeschylus"
"4854",5200,"1","9.59e-15","4.71e-18","1.05e-21","1.1e-24","7.55e-57","2.84e-58","1.31e-62","8.77e-73","4.17e-81","6.27e-84","3.22e-97"
"4855",5201,"Diodorus","Polybius","Hdt","Plutarch","Thucydides","Hesiod","Iliad","Athenaeus","Odyssey","Sophocles","Aeschylus","Lysias"
"4856",5202,"1","6.8e-21","5.24e-38","5.39e-49","1.56e-53","1.25e-81","3.16e-93","1.36e-96","5.83e-126","2.49e-144","5e-156","9.16e-194"
"4857",5203,"Plutarch","Hdt","Polybius","Athenaeus","Thucydides","Diodorus","Sophocles","Lysias","Odyssey","Aeschylus","Iliad","Hesiod"
"4858",5204,"1","7.63e-15","1.58e-17","6.47e-18","4.91e-22","2.02e-28","3.06e-36","9.94e-39","7.26e-47","6.63e-49","6.41e-59","9.21e-79"
"4859",5205,"Odyssey","Iliad","Hdt","Athenaeus","Thucydides","Hesiod","Sophocles","Plutarch","Aeschylus","Diodorus","Lysias","Polybius"
"4860",5206,"0.999999666","3.34e-07","2.85e-179","2.37e-195","1.48e-202","1.17e-220","2.42e-230","1.85e-299","0","0","0","0"
"4861",5207,"Hdt","Athenaeus","Aeschylus","Sophocles","Hesiod","Iliad","Odyssey","Thucydides","Plutarch","Polybius","Lysias","Diodorus"
"4862",5208,"0.996978644","0.003021287","6.92e-08","4.58e-10","2.44e-14","8.13e-15","7.3e-15","5.27e-32","1.4e-43","5.9e-65","6.89e-116","4.33e-148"
"4863",5209,"Athenaeus","Aeschylus","Sophocles","Hesiod","Iliad","Odyssey","Hdt","Polybius","Lysias","Diodorus","Plutarch","Thucydides"
"4864",5210,"1","1.24e-18","3.23e-27","2.86e-58","4.64e-69","5.15e-76","9.33e-85","1.09e-94","3.87e-132","2.96e-135","8.54e-167","0"
"4865",5211,"Diodorus","Polybius","Hdt","Plutarch","Thucydides","Athenaeus","Sophocles","Iliad","Hesiod","Odyssey","Aeschylus","Lysias"
"4866",5212,"1","5e-31","5.86e-48","2.65e-65","6.47e-69","8.3e-97","6.12e-108","1.43e-111","1.43e-112","3.42e-151","1.61e-208","0"
"4867",5213,"Plutarch","Hdt","Athenaeus","Sophocles","Aeschylus","Polybius","Iliad","Odyssey","Hesiod","Diodorus","Thucydides","Lysias"
"4868",5214,"0.999999982","1.83e-08","6.35e-14","1.5e-34","2.73e-53","1.51e-60","1.11e-78","4.41e-82","4e-97","3.27e-106","2.51e-158","1.36e-232"
"4869",5215,"Sophocles","Hdt","Athenaeus","Aeschylus","Odyssey","Polybius","Diodorus","Iliad","Plutarch","Hesiod","Lysias","Thucydides"
"4870",5216,"0.999999645","3.54e-07","9e-10","2.12e-19","1.46e-27","8.16e-32","3.08e-44","1.84e-55","3.74e-83","6.34e-134","2.51e-137","5.06e-140"
"4871",5217,"Athenaeus","Aeschylus","Sophocles","Hesiod","Odyssey","Iliad","Hdt","Plutarch","Polybius","Lysias","Thucydides","Diodorus"
"4872",5218,"1","3.19e-22","9.87e-31","5.05e-45","7.83e-55","7.71e-59","1.81e-70","5.22e-101","3.05e-113","1.98e-143","6.05e-181","1.01e-194"
"4873",5219,"Aeschylus","Sophocles","Odyssey","Athenaeus","Iliad","Hesiod","Lysias","Hdt","Diodorus","Plutarch","Polybius","Thucydides"
"4874",5220,"0.999999861","1.39e-07","1.62e-80","2.29e-95","3.6e-124","2.34e-225","2.38e-234","1.72e-246","0","0","0","0"
"4875",5221,"Diodorus","Polybius","Plutarch","Hdt","Thucydides","Athenaeus","Hesiod","Sophocles","Odyssey","Iliad","Aeschylus","Lysias"
"4876",5222,"0.999999999","7e-10","9.77e-25","1.25e-38","2.88e-47","8.32e-69","2.58e-70","3.9e-73","2e-103","4.64e-106","5.17e-165","0"
"4877",5223,"Hesiod","Aeschylus","Odyssey","Iliad","Sophocles","Athenaeus","Thucydides","Diodorus","Hdt","Lysias","Plutarch","Polybius"
"4878",5224,"1","4.32e-26","2.08e-44","3.52e-53","7.14e-90","6.9e-103","4.87e-286","0","0","0","0","0"
"4879",5225,"Athenaeus","Plutarch","Hdt","Sophocles","Aeschylus","Hesiod","Polybius","Iliad","Odyssey","Diodorus","Thucydides","Lysias"
"4880",5226,"1","2.18e-23","1.42e-33","3.82e-47","5.37e-50","4.42e-79","4.26e-83","6.97e-118","3.03e-162","3.23e-163","3.69e-306","0"
